frame_id,c1_rater1,c1_rater2,c1_rater3,c2_rater1,c2_rater2,c2_rater3,c3_rater1,c3_rater2,c3_rater3,dir_name
450,0,0,0,1,0,0,0,0,0,b8830a75-94fb-475b-a3a6-24e7691bcf22
600,0,1,0,1,0,0,0,0,0,b8830a75-94fb-475b-a3a6-24e7691bcf22
750,0,1,0,1,0,0,0,0,0,b8830a75-94fb-475b-a3a6-24e7691bcf22
900,0,0,0,1,0,0,0,0,0,b8830a75-94fb-475b-a3a6-24e7691bcf22
1050,0,0,0,1,0,0,1,0,1,b8830a75-94fb-475b-a3a6-24e7691bcf22
1200,0,0,0,1,0,0,1,0,0,b8830a75-94fb-475b-a3a6-24e7691bcf22
1350,0,0,0,1,0,0,0,0,0,b8830a75-94fb-475b-a3a6-24e7691bcf22
1500,0,0,0,1,0,0,0,0,0,b8830a75-94fb-475b-a3a6-24e7691bcf22
1650,0,1,0,1,0,0,0,0,1,b8830a75-94fb-475b-a3a6-24e7691bcf22
1800,0,0,0,1,0,0,0,0,0,b8830a75-94fb-475b-a3a6-24e7691bcf22
1950,0,0,0,0,0,0,0,0,0,b8830a75-94fb-475b-a3a6-24e7691bcf22
2100,1,1,1,1,0,1,0,0,0,b8830a75-94fb-475b-a3a6-24e7691bcf22
2250,1,1,1,1,1,1,0,0,1,b8830a75-94fb-475b-a3a6-24e7691bcf22
2400,0,0,0,0,0,0,0,0,0,b8830a75-94fb-475b-a3a6-24e7691bcf22
2550,1,0,0,1,0,0,1,0,0,b8830a75-94fb-475b-a3a6-24e7691bcf22
0,0,0,0,0,0,0,0,0,0,be66e940-060e-4457-8a46-710003f351c1
150,0,0,0,0,0,0,1,0,0,be66e940-060e-4457-8a46-710003f351c1
300,0,0,0,0,0,0,1,0,0,be66e940-060e-4457-8a46-710003f351c1
450,0,0,0,0,0,0,1,0,0,be66e940-060e-4457-8a46-710003f351c1
600,0,0,0,0,0,0,0,0,0,be66e940-060e-4457-8a46-710003f351c1
750,0,0,0,0,0,0,1,0,0,be66e940-060e-4457-8a46-710003f351c1
900,1,1,0,1,1,0,0,0,0,be66e940-060e-4457-8a46-710003f351c1
1050,1,1,0,1,0,0,0,0,0,be66e940-060e-4457-8a46-710003f351c1
1200,1,1,0,1,0,0,0,0,0,be66e940-060e-4457-8a46-710003f351c1
1350,0,1,0,1,0,0,0,0,0,be66e940-060e-4457-8a46-710003f351c1
1500,0,0,0,0,0,0,1,1,1,be66e940-060e-4457-8a46-710003f351c1
1650,0,0,0,0,0,0,0,1,0,be66e940-060e-4457-8a46-710003f351c1
1800,1,1,0,1,1,0,0,0,0,be66e940-060e-4457-8a46-710003f351c1
1950,0,0,0,0,0,0,0,1,0,be66e940-060e-4457-8a46-710003f351c1
2100,0,0,0,0,0,0,1,1,1,be66e940-060e-4457-8a46-710003f351c1
2250,0,0,0,0,0,0,1,1,1,be66e940-060e-4457-8a46-710003f351c1
2400,1,1,0,1,1,1,0,0,0,be66e940-060e-4457-8a46-710003f351c1
2550,1,0,0,1,0,0,0,0,0,be66e940-060e-4457-8a46-710003f351c1
0,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
150,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
300,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
450,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
600,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
750,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
900,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
1050,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
1200,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
1350,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
1500,0,0,0,1,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
1650,0,0,0,1,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
1800,0,0,0,1,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
1950,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
2100,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
2250,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
2400,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
2550,0,0,0,0,0,0,0,0,0,7970a771-5a5c-46be-a1ea-3fe93a0c7ffc
0,0,0,0,0,0,0,0,0,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
150,0,0,0,0,0,0,0,0,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
300,0,0,0,0,0,0,0,0,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
450,0,0,0,0,0,0,0,0,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
600,0,0,0,0,0,0,0,0,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
750,0,0,0,0,0,0,0,0,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
900,0,1,0,0,1,0,0,1,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
1050,0,0,0,0,0,0,0,0,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
1200,0,0,0,0,0,0,0,0,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
1350,0,1,0,1,0,0,0,0,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
1500,0,0,0,0,0,0,0,0,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
1650,0,0,0,1,0,0,0,0,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
1800,1,1,0,1,1,0,0,1,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
1950,1,1,1,1,1,1,0,1,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
2100,1,1,1,1,1,0,0,1,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
2250,1,1,1,1,1,1,0,1,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
2400,1,1,1,1,1,1,0,1,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
2550,1,1,1,1,1,1,0,1,0,47a06aaa-61c7-451f-92af-a61e92c5f1ef
0,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
150,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
300,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
450,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
600,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
750,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
900,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
1050,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
1200,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
1350,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
1500,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
1650,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
1800,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
1950,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
2100,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
2250,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
2400,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
2550,0,0,0,0,0,0,0,0,0,295b6cf8-5725-49ed-8ffc-8e49dc5b7428
0,0,0,0,0,0,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
150,0,0,0,0,0,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
300,0,0,0,0,0,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
450,0,0,0,0,0,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
600,0,0,0,0,0,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
750,0,0,0,0,0,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
900,0,0,0,0,0,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
1050,0,0,0,0,0,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
1200,0,0,0,0,0,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
1350,0,0,0,0,0,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
1500,0,0,0,0,0,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
1650,0,0,0,0,0,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
1800,1,1,0,1,1,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
1950,1,1,1,1,1,1,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
2100,0,0,0,0,0,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
2250,0,0,0,0,1,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
2400,1,1,1,1,1,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
2550,1,1,1,0,1,0,0,0,0,8aefc862-a8d1-4f11-b2bf-9f0ffbd7465d
0,0,0,0,0,0,0,0,0,0,86e7e339-7cbe-434d-bc22-281f93f4ed55
150,0,0,0,0,0,0,0,0,0,86e7e339-7cbe-434d-bc22-281f93f4ed55
300,0,0,0,0,0,0,0,0,0,86e7e339-7cbe-434d-bc22-281f93f4ed55
450,0,0,0,0,0,0,0,0,0,86e7e339-7cbe-434d-bc22-281f93f4ed55
600,0,0,0,0,0,0,0,0,0,86e7e339-7cbe-434d-bc22-281f93f4ed55
750,0,0,0,0,0,0,0,0,0,86e7e339-7cbe-434d-bc22-281f93f4ed55
900,0,0,0,0,0,0,0,1,0,86e7e339-7cbe-434d-bc22-281f93f4ed55
1050,0,0,0,0,1,1,0,1,0,86e7e339-7cbe-434d-bc22-281f93f4ed55
1200,0,1,1,0,1,1,0,1,1,86e7e339-7cbe-434d-bc22-281f93f4ed55
1350,0,1,1,0,1,1,0,1,1,86e7e339-7cbe-434d-bc22-281f93f4ed55
1500,0,0,0,0,0,0,0,0,1,86e7e339-7cbe-434d-bc22-281f93f4ed55
1650,0,1,1,0,1,1,0,1,1,86e7e339-7cbe-434d-bc22-281f93f4ed55
1800,0,0,0,0,0,1,0,0,0,86e7e339-7cbe-434d-bc22-281f93f4ed55
1950,1,1,1,1,1,1,1,1,1,86e7e339-7cbe-434d-bc22-281f93f4ed55
2100,0,0,0,0,0,1,0,0,0,86e7e339-7cbe-434d-bc22-281f93f4ed55
2250,0,0,0,0,0,1,0,0,0,86e7e339-7cbe-434d-bc22-281f93f4ed55
2400,0,0,0,0,0,0,0,0,0,86e7e339-7cbe-434d-bc22-281f93f4ed55
2550,1,1,0,1,1,0,1,1,0,86e7e339-7cbe-434d-bc22-281f93f4ed55
0,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
150,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
300,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
450,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
600,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
750,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
900,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
1050,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
1200,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
1350,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
1500,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
1650,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
1800,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
1950,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
2100,0,0,0,1,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
2250,0,0,0,1,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
2400,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
2550,0,0,0,0,0,0,0,0,0,2e88cb3e-2051-4df8-955d-4db5c07f3b6b
0,0,0,0,0,0,0,0,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
150,0,0,0,0,0,0,0,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
300,0,0,0,0,0,0,0,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
450,0,0,0,0,0,0,0,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
600,0,1,0,0,0,0,0,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
750,0,1,0,1,0,0,0,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
900,0,0,0,0,0,0,0,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
1050,0,0,0,0,0,0,0,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
1200,0,0,0,0,0,0,1,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
1350,0,0,0,0,0,0,1,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
1500,0,0,0,0,0,0,1,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
1650,0,0,0,0,0,0,1,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
1800,0,0,0,0,0,0,0,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
1950,0,0,0,0,0,0,1,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
2100,0,0,0,0,0,0,0,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
2250,1,1,0,1,0,0,1,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
2400,1,1,0,1,0,0,1,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
2550,1,1,0,1,0,0,1,0,0,20759dd1-ba78-4edf-ae7b-91208f3cc9b5
0,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
150,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
300,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
450,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
600,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
750,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
900,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
1050,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
1200,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
1350,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
1500,0,1,0,0,1,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
1650,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
1800,0,1,1,0,1,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
1950,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
2100,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
2250,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
2400,0,0,0,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
2550,1,1,1,0,0,0,0,0,0,cdb76e8f-7752-4e8a-b831-786ab8f94338
0,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
150,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
300,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
450,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
600,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
750,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
900,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
1050,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
1200,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
1350,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
1500,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
1650,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
1800,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
1950,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
2100,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
2250,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
2400,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
2550,0,0,0,0,0,0,0,0,0,c3dd844f-741f-4a82-9052-597332abea25
0,1,0,1,1,0,1,0,0,1,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
150,1,0,1,1,0,1,0,0,1,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
300,1,0,1,1,0,1,0,0,1,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
450,1,0,1,1,0,1,0,0,1,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
600,1,0,1,1,0,0,0,0,0,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
750,1,0,1,1,0,0,0,0,0,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
900,1,0,0,1,1,1,1,0,0,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
1050,1,0,1,1,1,1,1,1,1,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
1200,1,0,1,1,1,1,1,1,1,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
1350,1,0,0,1,1,1,1,1,0,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
1500,1,1,1,1,1,1,1,0,1,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
1650,0,0,1,0,0,0,0,0,0,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
1800,1,0,1,1,1,1,1,0,1,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
1950,0,0,1,0,1,1,1,0,1,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
2100,0,0,1,0,0,1,1,0,1,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
2250,0,0,1,0,0,1,1,0,1,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
2400,0,0,0,0,0,0,0,0,0,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
2550,0,0,0,0,0,0,0,0,0,0a2bffca-9ac9-496a-8cc5-06c8a9684fbf
0,0,0,0,0,0,0,0,1,0,85593f10-8e44-4553-b637-49668e81ba7b
150,0,0,0,0,0,0,0,1,0,85593f10-8e44-4553-b637-49668e81ba7b
300,0,0,0,0,0,0,0,1,0,85593f10-8e44-4553-b637-49668e81ba7b
450,0,0,0,0,0,0,0,1,0,85593f10-8e44-4553-b637-49668e81ba7b
600,0,0,0,0,0,0,0,0,0,85593f10-8e44-4553-b637-49668e81ba7b
750,0,0,0,0,1,0,0,0,0,85593f10-8e44-4553-b637-49668e81ba7b
900,0,0,0,0,0,0,0,0,0,85593f10-8e44-4553-b637-49668e81ba7b
1050,0,0,0,0,0,0,0,0,0,85593f10-8e44-4553-b637-49668e81ba7b
1200,0,0,0,0,0,0,0,0,0,85593f10-8e44-4553-b637-49668e81ba7b
1350,0,0,0,0,0,0,0,0,0,85593f10-8e44-4553-b637-49668e81ba7b
1500,0,0,0,0,0,0,0,0,0,85593f10-8e44-4553-b637-49668e81ba7b
1650,0,0,0,0,0,0,0,0,0,85593f10-8e44-4553-b637-49668e81ba7b
1800,0,0,0,0,0,0,0,0,0,85593f10-8e44-4553-b637-49668e81ba7b
1950,0,0,0,0,0,0,0,0,0,85593f10-8e44-4553-b637-49668e81ba7b
2100,0,0,0,0,0,0,0,0,0,85593f10-8e44-4553-b637-49668e81ba7b
2250,1,1,1,1,1,1,0,0,0,85593f10-8e44-4553-b637-49668e81ba7b
2400,1,1,1,1,1,1,0,0,0,85593f10-8e44-4553-b637-49668e81ba7b
2550,0,0,0,0,0,0,0,0,0,85593f10-8e44-4553-b637-49668e81ba7b
0,0,0,0,0,0,0,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
150,0,0,0,0,0,0,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
300,0,0,0,0,0,0,0,0,1,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
450,1,0,0,0,0,1,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
600,1,0,1,0,0,1,0,0,1,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
750,0,0,0,0,0,0,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
900,0,0,0,0,0,0,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
1050,0,0,0,0,0,0,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
1200,0,0,0,0,0,0,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
1350,0,0,0,0,0,0,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
1500,0,0,0,0,0,0,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
1650,0,0,0,0,0,0,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
1800,0,0,0,0,0,0,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
1950,0,0,0,0,0,0,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
2100,0,0,0,0,0,0,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
2250,0,0,0,0,0,0,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
2400,0,0,0,0,0,0,1,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
2550,0,0,0,0,0,0,0,0,0,7ecdbd7e-ed95-4091-a84f-ec06053f95bd
0,0,0,0,0,0,0,0,0,0,4818c98f-6bb4-40d7-b8cc-3f50be176288
150,0,0,0,1,1,1,0,0,0,4818c98f-6bb4-40d7-b8cc-3f50be176288
300,0,0,0,1,1,1,0,0,0,4818c98f-6bb4-40d7-b8cc-3f50be176288
450,0,0,0,1,1,1,0,0,0,4818c98f-6bb4-40d7-b8cc-3f50be176288
600,0,0,0,1,1,1,0,0,0,4818c98f-6bb4-40d7-b8cc-3f50be176288
750,0,0,0,1,1,1,0,0,0,4818c98f-6bb4-40d7-b8cc-3f50be176288
900,0,0,0,1,1,1,0,0,0,4818c98f-6bb4-40d7-b8cc-3f50be176288
1050,0,0,0,1,1,1,0,0,0,4818c98f-6bb4-40d7-b8cc-3f50be176288
1200,0,0,0,1,1,1,0,0,0,4818c98f-6bb4-40d7-b8cc-3f50be176288
1350,0,0,1,1,1,1,0,0,0,4818c98f-6bb4-40d7-b8cc-3f50be176288
1500,0,0,0,1,1,0,0,1,1,4818c98f-6bb4-40d7-b8cc-3f50be176288
1650,0,0,0,1,1,0,0,1,1,4818c98f-6bb4-40d7-b8cc-3f50be176288
1800,0,0,0,1,1,0,0,1,1,4818c98f-6bb4-40d7-b8cc-3f50be176288
1950,0,0,0,1,1,0,0,1,1,4818c98f-6bb4-40d7-b8cc-3f50be176288
2100,0,0,0,0,0,0,0,0,0,4818c98f-6bb4-40d7-b8cc-3f50be176288
2250,0,0,1,1,1,1,0,1,1,4818c98f-6bb4-40d7-b8cc-3f50be176288
2400,0,0,1,1,1,1,0,1,1,4818c98f-6bb4-40d7-b8cc-3f50be176288
2550,0,0,1,1,1,1,0,1,0,4818c98f-6bb4-40d7-b8cc-3f50be176288
0,0,1,1,1,1,1,1,1,0,7b086955-1008-43fd-877e-9c4dc49c252a
150,0,1,0,1,1,0,0,1,0,7b086955-1008-43fd-877e-9c4dc49c252a
300,0,1,1,1,1,1,0,1,1,7b086955-1008-43fd-877e-9c4dc49c252a
450,0,1,1,1,1,1,0,1,1,7b086955-1008-43fd-877e-9c4dc49c252a
600,0,1,1,1,1,1,0,1,0,7b086955-1008-43fd-877e-9c4dc49c252a
750,0,1,1,1,1,1,0,1,0,7b086955-1008-43fd-877e-9c4dc49c252a
900,1,1,1,1,1,1,1,1,1,7b086955-1008-43fd-877e-9c4dc49c252a
1050,0,1,1,1,1,1,0,1,1,7b086955-1008-43fd-877e-9c4dc49c252a
1200,1,1,1,1,1,1,0,1,1,7b086955-1008-43fd-877e-9c4dc49c252a
1350,1,1,1,1,1,1,0,1,1,7b086955-1008-43fd-877e-9c4dc49c252a
1500,1,1,1,1,1,1,1,1,1,7b086955-1008-43fd-877e-9c4dc49c252a
1650,1,1,1,1,1,1,0,1,1,7b086955-1008-43fd-877e-9c4dc49c252a
1800,0,1,1,1,1,1,0,1,1,7b086955-1008-43fd-877e-9c4dc49c252a
1950,1,1,1,1,1,1,0,1,1,7b086955-1008-43fd-877e-9c4dc49c252a
2100,0,1,1,1,1,1,0,1,0,7b086955-1008-43fd-877e-9c4dc49c252a
2250,1,1,1,1,1,1,0,1,1,7b086955-1008-43fd-877e-9c4dc49c252a
2400,0,1,1,1,1,1,0,1,1,7b086955-1008-43fd-877e-9c4dc49c252a
2550,0,1,1,1,1,1,0,1,0,7b086955-1008-43fd-877e-9c4dc49c252a
0,0,0,0,0,0,0,0,0,0,42c6fdfa-e032-4b85-adb5-cedfd633de68
150,0,0,0,0,0,0,0,0,0,42c6fdfa-e032-4b85-adb5-cedfd633de68
300,0,0,0,0,0,0,0,0,0,42c6fdfa-e032-4b85-adb5-cedfd633de68
450,0,0,0,0,0,0,0,0,0,42c6fdfa-e032-4b85-adb5-cedfd633de68
600,0,0,0,0,0,0,0,0,0,42c6fdfa-e032-4b85-adb5-cedfd633de68
